Time_index,Hourly_USD_per_MWh
731,47.71
732,48.16
733,47.55
734,45.93
735,46.08
736,46.19
737,52.55
738,68.34
739,61.07
740,55.82
741,51.92
742,50.73
743,47.32
744,37.32
745,81.06
746,70.08
747,57.66
748,57.3
749,57.66
750,70.16
751,86.24
752,98.63
753,98.48
754,99.73
755,98.77
756,93.27
757,92.69
758,91.73
759,90.76
760,91.69
761,98.95
762,142.7
763,120.94
764,107.38
765,98.28
766,95.04
767,89.06
768,82.51
769,135.49
770,116.76
771,99.86
772,96.65
773,96.28
774,114.15
775,139.85
776,154.53
777,164.61
778,186.41
779,215.54
780,197.9
781,190.68
782,168.65
783,170.95
784,186.05
785,234.07
786,232.43
787,215.87
788,192.28
789,199.9
790,169.19
791,163.85
792,139.04
793,149.62
794,135.39
795,115.44
796,112.73
797,114.95
798,129.62
799,142.77
800,142.25
801,156.06
802,167.73
803,176.66
804,189.95
805,174.93
806,166.27
807,164.51
808,166.23
809,170.83
810,238.83
811,236.19
812,202.48
813,185.39
814,166.52
815,159.93
816,140.24
817,102.87
818,97.35
819,92.03
820,93.16
821,94.84
822,109.27
823,137.44
824,161.15
825,164.58
826,167.95
827,170.68
828,167.92
829,162.57
830,160.64
831,154.97
832,155.78
833,166.18
834,210.83
835,210.62
836,191.41
837,174.22
838,166.3
839,149.33
840,128.15
841,138.24
842,96.97
843,84.69
844,91.18
845,114.97
846,133.87
847,149.09
848,170.19
849,170.11
850,174.26
851,188.64
852,177.42
853,169.39
854,166.14
855,162.74
856,164.31
857,176.82
858,227.78
859,227.12
860,219.78
861,211.93
862,174.45
863,174.73
864,149.75
865,94.88
866,69.7
867,62.3
868,63.21
869,70.04
870,89.65
871,125.89
872,142.2
873,142.27
874,142.07
875,142.04
876,139.82
877,130.23
878,126.73
879,125.93
880,126.76
881,138.82
882,170.44
883,170.35
884,163.93
885,172.1
886,143.67
887,122.47
888,104.39
889,102.83
890,91.05
891,81
892,78.61
893,85.16
894,105.46
895,131.46
896,137.85
897,144.66
898,143.49
899,138.62
900,132.19
901,125.52
902,121.62
903,120.48
904,118.93
905,131.75
906,165.16
907,173.96
908,164.39
909,143.36
910,130.29
911,119.11
912,112.06
913,114.74
914,109.44
915,96.06
916,95.14
917,99.1
918,112.07
919,129.05
920,132.92
921,134.96
922,142.19
923,150.23
924,149.64
925,143.99
926,141.15
927,139.51
928,140.69
929,154.69
930,205.4
931,196.98
932,178.23
933,157.88
934,143.96
935,132.6
936,111.85
937,167.19
938,134.67
939,119.5
940,110.76
941,118.7
942,128.83
943,155.97
944,174.06
945,197.95
946,176.42
947,192.71
948,192.02
949,179.57
950,176.14
951,176.12
952,176.13
953,184.47
954,213.69
955,218.95
956,198.9
957,199.74
958,195.57
959,178.94
960,171.3
961,121.14
962,90.75
963,90.74
964,81.58
965,78.38
966,76.28
967,91.73
968,141.63
969,167.95
970,168.96
971,174.23
972,168.38
973,168.27
974,168.32
975,167.42
976,167.47
977,175.09
978,265.53
979,262.3
980,260.04
981,252.94
982,183
983,175.64
984,122.85
985,145.22
986,145.9
987,126.97
988,125.36
989,125.42
990,159.9
991,175.86
992,197.9
993,204.32
994,211.19
995,206.61
996,197.39
997,195.16
998,193.19
999,193.07
1000,195.22
1001,207.51
1002,249.94
1003,275.58
1004,218.5
1005,198.69
1006,195.45
1007,176.38
1008,164.74
1009,113.72
1010,108.46
1011,78.1
1012,74.68
1013,77.75
1014,110.74
1015,117.94
1016,134.02
1017,134.67
1018,138.59
1019,132.48
1020,131.9
1021,132.11
1022,132.1
1023,132.13
1024,134.07
1025,134.69
1026,176.07
1027,210.82
1028,187.45
1029,185.77
1030,163.05
1031,132.23
1032,118.56
1033,66.07
1034,64.3
1035,63.76
1036,63.74
1037,64.14
1038,65.37
1039,69.35
1040,83.92
1041,92.2
1042,89.81
1043,84.1
1044,83.65
1045,83.54
1046,79.42
1047,77.54
1048,77.09
1049,77.6
1050,114.71
1051,148.7
1052,108.79
1053,107.54
1054,83.08
1055,76.95
1056,69.1
1057,69.87
1058,69.29
1059,68.41
1060,68.4
1061,68.69
1062,69.88
1063,82.29
1064,99.64
1065,111.2
1066,99.42
1067,99.71
1068,93.81
1069,97.12
1070,96.83
1071,96.8
1072,96.99
1073,110.81
1074,170.54
1075,191.78
1076,142.35
1077,116.64
1078,102.45
1079,85.62
1080,74.05
1081,64.22
1082,61.13
1083,56.04
1084,55.9
1085,60.45
1086,64.19
1087,72.96
1088,78.01
1089,84.49
1090,79.34
1091,79.36
1092,80
1093,76.11
1094,71.64
1095,70.92
1096,71.19
1097,75.33
1098,85.01
1099,96.31
1100,83.29
1101,83.31
1102,87.69
1103,69.3
1104,66.25
1105,88.28
1106,74.83
1107,65.81
1108,65.81
1109,64.18
1110,63.92
1111,92.07
1112,121.04
1113,136.75
1114,143.62
1115,146.19
1116,144.29
1117,142.82
1118,139.89
1119,139.61
1120,139.61
1121,148.91
1122,169.95
1123,185.77
1124,166.87
1125,162.99
1126,155.88
1127,146.15
1128,136.16
1129,108.41
1130,97.44
1131,85.01
1132,80.89
1133,83.78
1134,98.58
1135,105.12
1136,108.47
1137,135.73
1138,168.43
1139,181.75
1140,178.25
1141,175.08
1142,172.19
1143,168.94
1144,168.95
1145,181.94
1146,248.1
1147,242.45
1148,228.17
1149,215.04
1150,198.08
1151,169.65
1152,117.53
1153,107.39
1154,98.98
1155,92.38
1156,91.15
1157,93.92
1158,104.58
1159,134.32
1160,149.77
1161,150.77
1162,182.27
1163,162.14
1164,153.61
1165,137.62
1166,135.32
1167,129.44
1168,126.22
1169,157.15
1170,182.12
1171,185.69
1172,166.56
1173,162.52
1174,160.18
1175,125.98
1176,105
1177,96.06
1178,82.15
1179,69.94
1180,66
1181,72.36
1182,99.03
1183,121.85
1184,138.91
1185,140.01
1186,141.01
1187,138.85
1188,134.66
1189,129.11
1190,124.93
1191,119.89
1192,119.25
1193,127.54
1194,146.51
1195,170.07
1196,153.48
1197,138.8
1198,127.22
1199,105.24
1200,83.25
1201,66.13
1202,61.06
1203,57.41
1204,48.44
1205,56.37
1206,57.71
1207,87.93
1208,101.21
1209,104.24
1210,108.21
1211,107.32
1212,102.94
1213,97.82
1214,90.57
1215,84.24
1216,84.88
1217,90.79
1218,124.46
1219,137.92
1220,112.88
1221,101.78
1222,80.6
1223,73.98
1224,65.81
1225,97.48
1226,81.24
1227,74.03
1228,72.66
1229,77.14
1230,92.82
1231,139.04
1232,143.17
1233,146.52
1234,145.73
1235,146.77
1236,142.62
1237,133.93
1238,133.57
1239,132.8
1240,133.55
1241,138.68
1242,165.04
1243,186.16
1244,168.42
1245,146.89
1246,149.55
1247,135.56
1248,113.72
1249,80.4
1250,76.84
1251,75.84
1252,75.43
1253,76.39
1254,76.47
1255,107.32
1256,105.59
1257,123.22
1258,123.71
1259,121.76
1260,120.32
1261,113.29
1262,108.67
1263,91.62
1264,91.68
1265,93.24
1266,106.47
1267,122.36
1268,124.89
1269,96.01
1270,93.21
1271,83.81
1272,76.61
1273,56.41
1274,55.31
1275,53.74
1276,53.73
1277,53.28
1278,54.03
1279,56.19
1280,56.17
1281,64.94
1282,76.25
1283,76.07
1284,70.18
1285,68.78
1286,65.73
1287,65.49
1288,66.2
1289,70.13
1290,90.6
1291,104.13
1292,87.25
1293,78.53
1294,66.43
1295,64.37
1296,57.1
1297,43.21
1298,38.94
1299,36.15
1300,33.96
1301,35.43
1302,38.25
1303,44.7
1304,44.56
1305,45.45
1306,51.63
1307,54.64
1308,54.32
1309,52.91
1310,48.73
1311,47.29
1312,47.35
1313,52.93
1314,65.01
1315,71.66
1316,65.24
1317,55.37
1318,52.59
1319,47.39
1320,44.57
1321,43.03
1322,34.08
1323,29.14
1324,29.51
1325,30.04
1326,40.05
1327,51.87
1328,55.96
1329,57.69
1330,58.25
1331,58.91
1332,54.75
1333,52.04
1334,49.93
1335,48.71
1336,48.75
1337,56.47
1338,64.68
1339,77.59
1340,66.12
1341,57.9
1342,55.82
1343,45.72
1344,38.35
1345,39.35
1346,31.93
1347,31.09
1348,31.32
1349,31.89
1350,40.31
1351,48.21
1352,51.96
1353,55.69
1354,56.43
1355,53.55
1356,54.12
1357,53
1358,52.41
1359,49.67
1360,49.4
1361,56.55
1362,63.93
1363,76.18
1364,62.33
1365,57.3
1366,51.64
1367,44.52
1368,39.09
1369,38.89
1370,32.77
1371,30.65
1372,29.76
1373,31.22
1374,37.62
1375,43.37
1376,45.53
1377,50.13
1378,52.38
1379,50.33
1380,49.87
1381,49.26
1382,49.42
1383,46.53
1384,47.79
1385,52.36
1386,65.24
1387,71.68
1388,57.51
1389,51.27
1390,47.25
1391,42.77
1392,42.2
1393,40.73
1394,31.97
1395,29.51
1396,29.5
1397,30.9
1398,38.86
1399,53.99
1400,55.62
1401,56.44
1402,57.82
1403,55.82
1404,55.51
1405,53.61
1406,53.91
1407,51.17
1408,52.45
1409,56.31
1410,66.63
1411,70.7
1412,63.57
1413,58.24
1414,55.19
1415,51.43
1416,47.69
1417,35.87
1418,30.8
1419,29.44
1420,29.32
1421,28.87
1422,34.24
1423,54.19
1424,59.58
1425,59.45
1426,57.47
1427,58.41
1428,55.85
1429,56.06
1430,55.83
1431,54.42
1432,54.76
1433,57.73
1434,67.82
1435,75.1
1436,64.46
1437,63.08
1438,57.27
1439,54.24
1440,49.55
1441,38.74
1442,32.79
1443,31.71
1444,31.44
1445,30.59
1446,31.23
1447,37.71
1448,37.88
1449,44.1
1450,48.39
1451,51.26
1452,50.55
1453,47.9
1454,45.54
1455,43.06
1456,43.02
1457,47.81
1458,56.1
1459,59.45
1460,56.05
1461,53.04
1462,47.85
1463,42
1464,39.54
1465,37.05
1466,33.71
1467,31.74
1468,30.72
1469,29.91
1470,31.18
1471,33.61
1472,33.45
1473,37.94
1474,42.12
1475,44.56
1476,44.94
1477,44.54
1478,42.49
1479,40.68
1480,40.96
1481,44.95
1482,54.02
1483,64.73
1484,60.39
1485,52.1
1486,44.66
1487,40.21
1488,37.5
1489,39.52
1490,35.86
1491,34.19
1492,34.55
1493,35.57
1494,41.61
1495,51.41
1496,55.27
1497,59.65
1498,54.23
1499,53.99
1500,54.01
1501,49.53
1502,46.52
1503,43.89
1504,44.18
1505,50.34
1506,59.49
1507,73.39
1508,65.75
1509,53.53
1510,48.38
1511,42.22
1512,40.86
1513,44.26
1514,42.05
1515,41.4
1516,41.03
1517,41.78
1518,44.96
1519,54.27
1520,56.55
1521,53.56
1522,52.28
1523,51.75
1524,50.62
1525,49.18
1526,47.63
1527,45.96
1528,46.88
1529,50
1530,55.97
1531,69.77
1532,66.96
1533,56.05
1534,48.32
1535,46.7
1536,42.21
1537,44.14
1538,39.24
1539,37.92
1540,36.93
1541,38.42
1542,46.51
1543,59.15
1544,64.59
1545,64.79
1546,66.03
1547,64.09
1548,63.06
1549,61.53
1550,61.31
1551,59.31
1552,60.31
1553,65
1554,74.5
1555,87.5
1556,76.1
1557,68.04
1558,61.36
1559,54.09
1560,46.09
1561,49.27
1562,45.27
1563,41.82
1564,40.59
1565,42.59
1566,50.64
1567,61.37
1568,65.34
1569,64.79
1570,65.5
1571,65.57
1572,66.25
1573,64.31
1574,61.51
1575,59.58
1576,59.81
1577,63.71
1578,77.54
1579,91.83
1580,79.56
1581,68.53
1582,62.05
1583,55.18
1584,51.13
1585,48.58
1586,44.98
1587,43.32
1588,41.85
1589,44.86
1590,49.95
1591,63.12
1592,69.48
1593,70.33
1594,72.02
1595,70.85
1596,70.1
1597,66.86
1598,63.49
1599,60.66
1600,59.44
1601,64.2
1602,72.66
1603,81.45
1604,72.14
1605,67.85
1606,62.46
1607,57.79
1608,51.22
1609,50.31
1610,46.5
1611,43.62
1612,42.52
1613,42.57
1614,42.66
1615,47.46
1616,48.24
1617,52.65
1618,58.63
1619,59.3
1620,55.93
1621,53.77
1622,50.41
1623,49.16
1624,48.07
1625,50.38
1626,60.41
1627,71.8
1628,68.33
1629,61.17
1630,53.96
1631,49.39
1632,43.7
1633,47.07
1634,49.47
1635,37.72
1636,37.35
1637,38.98
1638,41.6
1639,40.66
1640,44.17
1641,47.68
1642,48.23
1643,48.88
1644,46.7
1645,44.89
1646,42.23
1647,42.09
1648,46.4
1649,53.54
1650,61.36
1651,68.62
1652,60.78
1653,49.63
1654,43.99
1655,39.89
1656,33.74
1657,33.18
1658,29.77
1659,28.92
1660,30.3
1661,34.52
1662,47.31
1663,56.89
1664,49.88
1665,50.36
1666,52.11
1667,51.44
1668,50.09
1669,49.71
1670,48.84
1671,48.26
1672,48.93
1673,50.9
1674,55.32
1675,70.89
1676,55.91
1677,47.43
1678,42.21
1679,36.33
1680,33.5
1681,32.55
1682,30.15
1683,29.61
1684,30.85
1685,31.29
1686,47.62
1687,48.04
1688,47.22
1689,48.69
1690,52.52
1691,50.36
1692,49.09
1693,48.84
1694,47.7
1695,46.92
1696,47.67
1697,49.29
1698,51.92
1699,60.37
1700,54.06
1701,47.19
1702,43.91
1703,37.67
1704,37.39
1705,35.67
1706,32.96
1707,31.83
1708,33.43
1709,38.17
1710,52.62
1711,54.1
1712,53
1713,53.95
1714,56.6
1715,54.6
1716,53.19
1717,52.27
1718,51.15
1719,50.84
1720,52.97
1721,58.01
1722,64.44
1723,66.56
1724,60.23
1725,52.37
1726,48.32
1727,43.67
1728,46.41
1729,38.4
1730,36.15
1731,35.16
1732,35.85
1733,42.39
1734,62.38
1735,65.21
1736,64.37
1737,67.25
1738,65.96
1739,65.24
1740,63.16
1741,62.65
1742,60.78
1743,60.67
1744,61.79
1745,66.73
1746,73.32
1747,93.67
1748,74.04
1749,64.42
1750,62.96
1751,55.07
1752,56.13
1753,53.52
1754,50.83
1755,50.15
1756,49.89
1757,53.94
1758,73.44
1759,82.65
1760,79.87
1761,80.88
1762,86.2
1763,78.32
1764,73.33
1765,69.67
1766,64
1767,63.69
1768,66.5
1769,70.27
1770,75.52
1771,84.88
1772,75.98
1773,66.89
1774,62.98
1775,57.17
1776,47.38
1777,43.9
1778,42.33
1779,40.16
1780,40.24
1781,42.54
1782,47.36
1783,53.28
1784,60.19
1785,63.55
1786,64.37
1787,63.81
1788,61.46
1789,59.13
1790,55.11
1791,53.44
1792,55.5
1793,60.78
1794,68.23
1795,75.89
1796,67.5
1797,60.63
1798,54.28
1799,48.02
1800,47.36
1801,43.43
1802,41.09
1803,40.9
1804,40.62
1805,41.8
1806,43.66
1807,47.08
1808,52.81
1809,57.54
1810,59.25
1811,59.59
1812,57.09
1813,55.66
1814,53.31
1815,52.05
1816,55.19
1817,58.51
1818,66.07
1819,76.89
1820,72.81
1821,60.2
1822,53.45
1823,43.72
1824,59.3
1825,56.54
1826,55.19
1827,54.82
1828,55.33
1829,56.91
1830,75.75
1831,113.62
1832,117.36
1833,78.91
1834,97.04
1835,97.05
1836,83.27
1837,78.98
1838,76.57
1839,78.47
1840,81.41
1841,79
1842,87.77
1843,97.65
1844,89.47
1845,76.96
1846,65.24
1847,57.26
1848,53.68
1849,50.81
1850,48.14
1851,47.4
1852,47.77
1853,52.54
1854,62.96
1855,73.3
1856,83.44
1857,83.74
1858,80.09
1859,79.73
1860,71.62
1861,67.56
1862,63.78
1863,63.1
1864,67.12
1865,71.7
1866,90.39
1867,95.77
1868,83.65
1869,67.79
1870,61.23
1871,52.6
1872,58.86
1873,54.18
1874,51.92
1875,51.41
1876,53.79
1877,59.56
1878,70.02
1879,79.53
1880,81.39
1881,82.75
1882,81.56
1883,78.11
1884,77.42
1885,69.6
1886,68.55
1887,68.51
1888,69.33
1889,80.29
1890,89.11
1891,95.32
1892,88.9
1893,77.8
1894,65.58
1895,56.99
1896,62.98
1897,57.6
1898,54.93
1899,57.98
1900,58.03
1901,63.43
1902,75.88
1903,87.92
1904,84.28
1905,83.71
1906,83.55
1907,79.93
1908,75.62
1909,73.65
1910,70.63
1911,67.76
1912,68.9
1913,73.48
1914,86.8
1915,108.99
1916,93.63
1917,79.81
1918,71.73
1919,66.09
1920,66.02
1921,64.56
1922,64.75
1923,64.55
1924,64.51
1925,65.69
1926,80.5
1927,96.99
1928,102.38
1929,102.41
1930,96.65
1931,87.02
1932,79.04
1933,73.69
1934,69.76
1935,68.95
1936,69
1937,74.41
1938,81.18
1939,102.75
1940,99.53
1941,80.71
1942,69.13
1943,67.65
1944,53.68
1945,50.57
1946,49.24
1947,48.83
1948,44.64
1949,45.62
1950,48.92
1951,53.01
1952,61.45
1953,64.11
1954,65.39
1955,61.73
1956,61.28
1957,60.34
1958,60.29
1959,60.27
1960,60.32
1961,61.24
1962,64.07
1963,83.18
1964,69.74
1965,63.88
1966,61.35
1967,55.59
1968,47.5
1969,44.54
1970,42.27
1971,41.62
1972,38.7
1973,39.33
1974,40.25
1975,45.68
1976,51.09
1977,55.08
1978,57.13
1979,55.82
1980,52.91
1981,49.29
1982,45.33
1983,44.41
1984,46.16
1985,51.43
1986,57.58
1987,72.89
1988,66.62
1989,57.53
1990,51.52
1991,45.92
1992,41.54
1993,38.75
1994,37.72
1995,37.68
1996,39.33
1997,44.53
1998,55.65
1999,58.55
2000,61.11
2001,64.13
2002,66.88
2003,67.36
2004,60.81
2005,60.36
2006,60.22
2007,59.45
2008,60.95
2009,66.84
2010,74.41
2011,86.74
2012,68.99
2013,59.78
2014,56.61
2015,47.04
2016,43.7
2017,39.82
2018,38.51
2019,38.22
2020,39.18
2021,44.42
2022,55.61
2023,64.29
2024,61.22
2025,63.07
2026,63.46
2027,61.63
2028,57.01
2029,55.29
2030,53.91
2031,53.76
2032,56.51
2033,59.98
2034,70.58
2035,72.09
2036,67.16
2037,59.82
2038,52.83
2039,42.77
2040,43.83
2041,38.02
2042,36.14
2043,35.48
2044,36.98
2045,42.91
2046,55.49
2047,61.16
2048,57.67
2049,60.19
2050,61.77
2051,61.46
2052,56.78
2053,55.96
2054,54.8
2055,54.62
2056,55.78
2057,60.37
2058,68.27
2059,72.93
2060,65.96
2061,58.02
2062,52.55
2063,45.16
2064,42.29
2065,38.8
2066,37.5
2067,36.59
2068,38.55
2069,42.23
2070,51.99
2071,55.35
2072,57.01
2073,54.4
2074,55.84
2075,53.92
2076,52.06
2077,50.39
2078,47.62
2079,48.05
2080,48.81
2081,51.68
2082,55
2083,65.86
2084,59.55
2085,52.88
2086,47.71
2087,43.19
2088,49.72
2089,46.5
2090,42.21
2091,42.21
2092,44.77
2093,46.83
2094,54.24
2095,57.83
2096,59.13
2097,65.04
2098,63.24
2099,58.28
2100,57.17
2101,56.43
2102,55.73
2103,55.72
2104,55.73
2105,56.16
2106,58.35
2107,76.41
2108,72.22
2109,61.29
2110,55.83
2111,48.39
2112,48.19
2113,44.4
2114,41.58
2115,40.86
2116,41.14
2117,43.16
2118,46.22
2119,48.87
2120,51.09
2121,56.55
2122,58.58
2123,55.3
2124,52.24
2125,50.33
2126,49.41
2127,49.43
2128,50.39
2129,50.99
2130,56.65
2131,68.67
2132,73.06
2133,60.35
2134,58.25
2135,49.4
2136,46.6
2137,43.7
2138,37.39
2139,36.24
2140,35.9
2141,40.32
2142,42.1
2143,40.94
2144,49.12
